Particle# DustP.E. H2Form H2FUVPumping H2Photodis CIPhotoion CRHeating Turbulence Chemistry Gas-Grain Coulomb Total
733 -3.28962E-68 5.46145E-25 0.00000E+00 0.00000E+00 2.1589E-104 2.54552E-25 7.00000E-26 8.33862E-26 2.12563E-26 0.00000E+00 9.75340E-25
734 -3.16468E-70 5.49463E-25 0.00000E+00 0.00000E+00 2.3423E-108 2.54552E-25 7.00000E-26 8.30001E-26 2.08129E-26 0.00000E+00 9.77828E-25
735 -2.93066E-72 5.51385E-25 0.00000E+00 0.00000E+00 2.5676E-112 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
736 -2.55227E-74 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
737 -2.22273E-76 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
738 -1.93574E-78 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
739 -1.68581E-80 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
740 -1.46815E-82 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
741 -1.27859E-84 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
742 -1.11350E-86 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
743 -6.92926E-87 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
744 -4.31204E-87 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
745 -2.68336E-87 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
746 -1.66984E-87 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
747 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
748 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
749 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
750 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
751 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
752 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
753 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
754 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
755 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
756 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
757 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
758 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
759 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
760 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
761 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
762 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
763 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
764 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
765 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
766 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
767 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
768 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
769 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
770 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
771 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
772 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
773 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
774 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
775 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
776 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
777 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
778 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
779 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
780 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
781 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
782 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
783 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
784 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
785 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
786 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
787 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
788 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
789 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
790 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
791 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
792 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
793 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
794 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
795 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
796 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
797 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
798 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
799 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
800 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
801 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
802 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
803 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
804 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
805 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
806 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
807 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
808 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
809 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
810 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
811 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
812 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
813 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
814 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
815 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
816 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
817 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
818 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
819 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
820 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
821 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
822 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
823 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
824 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
825 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
826 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
827 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
828 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
829 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
830 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
831 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
832 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
833 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
834 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
835 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
836 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
837 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
838 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
839 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
840 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
841 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
842 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
843 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
844 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
845 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
846 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
847 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
848 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
849 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
850 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
851 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
852 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
853 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
854 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
855 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
856 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
857 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
858 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
859 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
860 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
861 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
862 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
863 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
864 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
865 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
866 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
867 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
868 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
869 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
870 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
871 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
872 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
873 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
874 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
875 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
876 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
877 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
878 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
879 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
880 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
881 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
882 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
883 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
884 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
885 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
886 0.00000E+00 5.51385E-25 0.00000E+00 0.00000E+00 0.00000E+00 2.54552E-25 7.00000E-26 8.27785E-26 2.05500E-26 0.00000E+00 9.79265E-25
